9, 6, 0.057243
10, 7, 0.113283
11, 8, 0.142053
12, 9, 0.207154
13, 7, 0.072653
14, 8, 0.071616
15, 9, 0.084878
16, 8, 0.078381
17, 8, 0.075665
18, 8, 0.073086
19, 9, 0.082501
20, 8, 0.073988
21, 9, 0.080211
22, 9, 0.078656
23, 10, 0.091605
24, 11, 0.101694
25, 12, 0.108673
26, 13, 0.115125
27, 14, 0.125099
28, 15, 0.141256
29, 16, 0.135584
30, 17, 0.171734
31, 18, 0.169224
32, 19, 0.194567
33, 20, 0.179331
34, 10, 0.142235
35, 10, 0.090918
36, 11, 0.125459
37, 11, 0.104036
38, 12, 0.103540
39, 11, 0.099973
40, 10, 0.092163
2, 1, 0.024962
3, 1, 0.022899
4, 2, 0.034582
5, 3, 0.050134
6, 4, 0.040649
7, 5, 0.046717
8, 6, 0.055358
9, 6, 0.060566
10, 5, 0.071285
11, 6, 0.066597
12, 7, 0.125436
13, 8, 0.071288
14, 6, 0.063973
15, 6, 0.056624
16, 7, 0.066951
17, 7, 0.067583
18, 8, 0.073426
19, 4, 0.052675
20, 5, 0.048357
21, 6, 0.055575
22, 7, 0.065955
23, 7, 0.068753
24, 8, 0.073523
25, 7, 0.090276
26, 8, 0.085190
27, 7, 0.070840
28, 8, 0.073990
29, 8, 0.072125
30, 9, 0.079008
31, 10, 0.088497
32, 11, 0.092184
33, 12, 0.116353
34, 13, 0.179393
35, 14, 0.133702
36, 11, 0.146867
37, 12, 0.156967
38, 12, 0.168927
39, 9, 0.127955
40, 10, 0.122230
2, 1, 0.020996
3, 1, 0.028423
4, 1, 0.036416
5, 1, 0.028036
6, 2, 0.046376
7, 3, 0.114964
8, 3, 0.071208
9, 4, 0.066341
10, 2, 0.047175
11, 2, 0.045776
12, 3, 0.055057
13, 4, 0.044261
14, 4, 0.048824
15, 4, 0.053017
16, 4, 0.063010
17, 1, 0.042235
18, 2, 0.041163
19, 1, 0.031688
20, 2, 0.036305
21, 2, 0.042054
22, 2, 0.047059
23, 3, 0.051490
24, 3, 0.056463
25, 4, 0.063191
26, 5, 0.060276
27, 4, 0.050664
28, 2, 0.032518
29, 2, 0.030930
30, 3, 0.037134
31, 4, 0.043450
32, 5, 0.052072
33, 5, 0.057118
34, 2, 0.042663
35, 2, 0.036927
36, 1, 0.027344
37, 1, 0.025517
38, 2, 0.031923
39, 2, 0.038221
40, 1, 0.030946
41, 2, 0.035702
42, 3, 0.048751
43, 2, 0.042387
44, 3, 0.047494
45, 4, 0.058496
46, 2, 0.051503
47, 3, 0.049932
48, 4, 0.043204
49, 3, 0.039665
2, 2, 0.044711
3, 1, 0.052196
4, 1, 0.042526
5, 1, 0.023434
6, 2, 0.031263
7, 3, 0.043178
8, 4, 0.044788
9, 2, 0.035202
10, 2, 0.037767
11, 2, 0.040851
12, 3, 0.046266
13, 2, 0.036034
14, 3, 0.035224
15, 4, 0.041066
16, 4, 0.045152
17, 3, 0.039260
18, 4, 0.041094
19, 3, 0.038726
20, 3, 0.036682
21, 3, 0.035247
22, 4, 0.040980
23, 2, 0.031274
24, 2, 0.028603
25, 2, 0.030202
26, 1, 0.022784
27, 2, 0.025762
28, 3, 0.034691
29, 3, 0.039141
30, 2, 0.031273
31, 2, 0.028453
32, 1, 0.022984
33, 2, 0.028838
34, 2, 0.028243
35, 2, 0.032277
36, 2, 0.038503
37, 2, 0.041178
38, 3, 0.044297
39, 4, 0.056869
40, 5, 0.071297
41, 4, 0.080857
42, 2, 0.041503
43, 3, 0.052690
44, 4, 0.063263
45, 2, 0.041247
46, 1, 0.026467
47, 2, 0.035238
48, 3, 0.052170
49, 4, 0.054391
2, 2, 0.057074
3, 1, 0.032617
4, 1, 0.021930
5, 1, 0.021279
6, 1, 0.025524
7, 2, 0.028409
8, 3, 0.047794
9, 4, 0.065841
10, 4, 0.064305
11, 3, 0.052490
12, 4, 0.063636
13, 4, 0.081325
14, 4, 0.064533
15, 3, 0.051720
16, 3, 0.037267
17, 2, 0.035757
18, 2, 0.031788
19, 1, 0.026136
20, 2, 0.029680
21, 3, 0.042496
22, 4, 0.055748
23, 4, 0.057852
24, 3, 0.054128
25, 2, 0.036244
26, 3, 0.043856
27, 1, 0.029493
28, 1, 0.020728
29, 2, 0.031296
30, 1, 0.025471
31, 1, 0.018473
32, 1, 0.019485
33, 1, 0.018590
34, 2, 0.027827
35, 3, 0.044692
36, 2, 0.038297
37, 2, 0.031580
38, 2, 0.032964
39, 3, 0.031285
40, 4, 0.043229
41, 2, 0.033296
42, 2, 0.029205
43, 3, 0.027489
44, 3, 0.027745
45, 3, 0.038011
46, 3, 0.048217
47, 4, 0.049829
48, 5, 0.050198
49, 4, 0.054939
2, 2, 0.101031
3, 1, 0.025618
4, 2, 0.027295
5, 1, 0.023310
6, 2, 0.035888
7, 1, 0.029134
8, 1, 0.024958
9, 2, 0.034815
10, 2, 0.041918
11, 3, 0.048451
12, 3, 0.051202
13, 3, 0.043838
14, 1, 0.029500
15, 2, 0.026812
16, 2, 0.035040
17, 2, 0.039753
18, 2, 0.034003
19, 3, 0.045357
20, 2, 0.031197
21, 1, 0.023200
22, 2, 0.023816
23, 2, 0.033664
24, 2, 0.033228
25, 3, 0.031803
26, 1, 0.033431
27, 2, 0.036807
28, 2, 0.036756
29, 2, 0.037348
30, 2, 0.039398
