2, 1, 0.543080
2, 1, 11.323740
2, 1, 6.886973
3, 1, 0.220047
4, 1, 0.454016
5, 2, 0.105257
6, 3, 0.170282
7, 4, 0.185494
8, 2, 0.115799
9, 3, 0.126203
10, 3, 0.137759
11, 4, 0.172892
12, 5, 0.198329
13, 2, 0.120787
14, 3, 0.164376
15, 4, 0.288796
16, 5, 0.425394
17, 5, 0.265157
18, 6, 0.313804
19, 7, 0.325461
20, 6, 0.284148
21, 7, 0.350566
22, 8, 0.436413
23, 9, 0.454121
24, 10, 0.597788
25, 11, 0.478503
26, 12, 0.478778
27, 5, 0.233538
28, 6, 0.234973
29, 6, 0.242185
30, 7, 0.317241
31, 6, 0.277598
32, 7, 0.489786
33, 8, 1.306334
34, 7, 0.563789
35, 5, 0.264580
36, 6, 0.348383
37, 7, 0.340103
38, 8, 0.473801
39, 9, 0.820011
40, 9, 0.413360
2, 1, 0.415300
3, 1, 0.297739
4, 2, 0.129802
5, 2, 0.096371
6, 3, 0.126360
7, 4, 0.173197
8, 5, 0.201707
9, 5, 0.220125
10, 6, 0.266795
11, 7, 0.400969
12, 7, 0.315095
13, 8, 0.395877
14, 9, 0.408646
15, 9, 0.395025
16, 10, 0.434848
17, 10, 0.500594
18, 10, 0.598655
19, 11, 0.574117
20, 12, 0.538712
21, 13, 0.545282
22, 14, 0.548940
23, 14, 0.534913
24, 5, 0.274260
25, 6, 0.262061
26, 7, 0.329620
27, 8, 0.377920
28, 9, 0.354950
29, 10, 0.401340
30, 11, 0.417255
31, 12, 0.754535
32, 12, 0.509936
33, 8, 0.390980
34, 8, 0.383844
35, 6, 0.301837
36, 7, 0.426376
37, 7, 0.422196
38, 8, 0.458204
39, 8, 0.463890
40, 9, 0.525644
